customer_id,delivery_rating,food_rating,helpful_count,order_id,rating,restaurant_id,review_date,review_id,review_text
CUST-09964,4,3,10,ORD-00028294,3,REST-22698,2026-01-30T13:42:04.759Z,REV-009748,Mediocre. Delivery took longer than expected.
CUST-08607,3,2,6,ORD-00023279,3,REST-08179,2026-01-27T14:11:04.759Z,REV-009749,Average experience. Food was fine but not remarkable.
CUST-03477,5,4,7,ORD-00023144,5,REST-06582,2026-01-25T03:36:04.759Z,REV-009750,This place never disappoints. Always fresh and tasty.
CUST-04590,6,6,31,ORD-00033612,5,REST-10202,2026-02-10T14:35:04.759Z,REV-009751,Incredible experience. The meal was perfect!
CUST-01569,1,1,9,ORD-00036813,2,REST-09014,2026-02-10T17:30:04.759Z,REV-009752,Subpar quality. Expected better.
CUST-02109,5,5,5,ORD-00001715,4,REST-10376,2025-11-16T09:03:04.759Z,REV-009753,"Great flavors, good portion sizes. Would order again."
CUST-03072,5,6,3,ORD-00017962,5,REST-00406,2026-02-11T05:18:04.759Z,REV-009754,Five stars all the way! Will definitely order again.
CUST-05494,4,4,12,ORD-00043990,5,REST-08902,2025-12-23T15:58:04.759Z,REV-009755,Outstanding service and delicious food. Highly recommend!
CUST-09090,4,5,36,ORD-00018932,5,REST-19182,2025-11-24T23:48:04.759Z,REV-009756,Absolutely amazing! Best Cafe food in Toronto!
CUST-02251,5,6,10,ORD-00001073,5,REST-05140,2026-01-02T17:03:04.759Z,REV-009757,Absolutely amazing! Best Restaurant food in Toronto!
CUST-07290,4,3,8,ORD-00048702,4,REST-14393,2025-12-22T11:52:04.759Z,REV-009758,Solid choice for Fast Food. Delivery was quick too.
CUST-00914,4,4,10,ORD-00006586,3,REST-00420,2026-01-22T23:03:04.759Z,REV-009759,It was okay. The dish could be better.
CUST-04005,5,5,45,ORD-00045649,5,REST-20115,2026-01-09T06:59:04.759Z,REV-009760,This place never disappoints. Always fresh and tasty.
CUST-03055,5,6,36,ORD-00046987,5,REST-21414,2026-01-06T23:06:04.759Z,REV-009761,Incredible experience. The meal was perfect!
CUST-08595,4,3,7,ORD-00042014,4,REST-19876,2025-12-13T20:57:04.759Z,REV-009762,"Great flavors, good portion sizes. Would order again."
CUST-04675,4,6,43,ORD-00030799,5,REST-16269,2025-12-30T04:09:04.759Z,REV-009763,Incredible experience. The Fast Food dishes was perfect!
CUST-08103,5,5,8,ORD-00001733,4,REST-13769,2026-01-16T12:32:04.759Z,REV-009764,Really good Fast Food food. Enjoyed the meal.
CUST-04984,4,4,5,ORD-00020942,4,REST-05397,2025-12-03T10:45:04.759Z,REV-009765,Solid choice for Restaurant. Delivery was quick too.
CUST-00753,4,3,9,ORD-00014935,3,REST-21208,2026-01-01T01:27:04.759Z,REV-009766,It was okay. The dish could be better.
CUST-02736,4,4,8,ORD-00013147,4,REST-05186,2025-12-24T16:23:04.759Z,REV-009767,Very satisfied with the quality. Minor issue with timing but overall great.
CUST-01043,6,4,13,ORD-00039708,5,REST-03860,2026-01-26T03:18:04.759Z,REV-009768,Incredible experience. The food was perfect!
CUST-04624,6,5,48,ORD-00044972,5,REST-20586,2026-01-27T22:43:04.759Z,REV-009769,This place never disappoints. Always fresh and tasty.
CUST-07290,4,5,42,ORD-00041035,5,REST-00297,2026-01-31T06:00:04.759Z,REV-009770,This place never disappoints. Always fresh and tasty.
CUST-00011,3,2,5,ORD-00018718,3,REST-06579,2025-12-27T07:47:04.759Z,REV-009771,Decent Fast Food food but nothing special.
CUST-00093,3,1,7,ORD-00024425,2,REST-07707,2025-12-17T04:59:04.759Z,REV-009772,Below expectations. Won't be ordering again.
CUST-07321,6,6,25,ORD-00003020,5,REST-21877,2026-02-04T22:17:04.759Z,REV-009773,This place never disappoints. Always fresh and tasty.
CUST-05034,5,5,6,ORD-00046247,4,REST-21648,2025-12-25T18:07:04.759Z,REV-009774,"Great flavors, good portion sizes. Would order again."
CUST-07329,4,3,2,ORD-00028478,3,REST-19939,2025-12-13T14:48:04.759Z,REV-009775,It was okay. The meal could be better.
CUST-09472,4,6,20,ORD-00046347,5,REST-05880,2026-01-18T16:21:04.759Z,REV-009776,Absolutely amazing! Best Fast Food food in Toronto!
CUST-00626,5,4,1,ORD-00038216,4,REST-16266,2025-11-24T14:24:04.759Z,REV-009777,Solid choice for Restaurant. Delivery was quick too.
CUST-00978,3,4,9,ORD-00030066,4,REST-07211,2026-01-05T20:51:04.759Z,REV-009778,Very satisfied with the quality. Minor issue with timing but overall great.
CUST-04633,3,4,10,ORD-00048630,4,REST-17479,2026-02-08T02:59:04.759Z,REV-009779,"Great flavors, good portion sizes. Would order again."
CUST-01515,5,5,39,ORD-00014491,5,REST-00661,2026-01-15T09:57:04.759Z,REV-009780,This place never disappoints. Always fresh and tasty.
CUST-09943,4,6,35,ORD-00013626,5,REST-13298,2025-12-22T21:09:04.759Z,REV-009781,Absolutely amazing! Best Restaurant food in Toronto!
CUST-06953,4,5,39,ORD-00024490,5,REST-09357,2025-11-16T22:30:04.759Z,REV-009782,Absolutely amazing! Best Restaurant food in Toronto!
CUST-02032,2,3,6,ORD-00041400,2,REST-00596,2026-01-11T18:17:04.759Z,REV-009783,Food arrived cold and the quality wasn't great.
CUST-08760,1,3,8,ORD-00025647,2,REST-01322,2025-12-01T15:35:04.759Z,REV-009784,Disappointed with the Restaurant dishes. Not worth the price.
CUST-04533,4,3,10,ORD-00021036,4,REST-19193,2025-12-29T02:22:04.759Z,REV-009785,Good experience overall. Food was tasty and hot.
CUST-09727,3,4,1,ORD-00027046,3,REST-16024,2026-01-22T13:34:04.759Z,REV-009786,It was okay. The meal could be better.
CUST-00825,3,5,9,ORD-00003299,4,REST-11869,2026-01-08T10:32:04.759Z,REV-009787,Good experience overall. Food was tasty and hot.
CUST-01132,2,3,5,ORD-00048827,3,REST-11850,2026-01-08T10:48:04.759Z,REV-009788,Average experience. Food was fine but not remarkable.
CUST-07189,4,3,3,ORD-00048051,4,REST-16144,2025-11-25T11:40:04.759Z,REV-009789,Solid choice for Bar & Grill. Delivery was quick too.
CUST-03189,5,4,46,ORD-00014412,5,REST-21095,2025-12-05T10:04:04.759Z,REV-009790,Five stars all the way! Will definitely order again.
CUST-07116,4,6,46,ORD-00014785,5,REST-01286,2026-01-05T12:19:04.759Z,REV-009791,Five stars all the way! Will definitely order again.
CUST-07883,3,2,8,ORD-00033366,3,REST-11145,2026-01-30T18:23:04.759Z,REV-009792,Mediocre. Delivery took longer than expected.
CUST-08286,6,4,3,ORD-00016188,5,REST-00652,2026-01-14T13:55:04.759Z,REV-009793,Outstanding service and delicious food. Highly recommend!
CUST-01577,2,2,11,ORD-00023636,1,REST-01002,2026-01-06T10:29:04.759Z,REV-009794,Worst Restaurant I've ever had. Do not recommend.
CUST-07982,4,5,33,ORD-00024825,5,REST-00594,2026-02-04T21:51:04.759Z,REV-009795,Five stars all the way! Will definitely order again.
CUST-02353,3,3,4,ORD-00017181,4,REST-08753,2026-02-09T08:51:04.759Z,REV-009796,Very satisfied with the quality. Minor issue with timing but overall great.
CUST-09339,4,4,4,ORD-00015168,4,REST-17700,2025-12-17T19:04:04.759Z,REV-009797,Really good Bar & Grill food. Enjoyed the food.
CUST-04725,2,3,2,ORD-00028026,3,REST-10444,2025-12-21T00:16:04.759Z,REV-009798,Not bad but I've had better Fast Food elsewhere.
CUST-07394,3,5,2,ORD-00046945,4,REST-20173,2025-11-27T22:58:04.759Z,REV-009799,Solid choice for Restaurant. Delivery was quick too.
CUST-02017,3,5,8,ORD-00021534,4,REST-14217,2025-12-27T23:13:04.759Z,REV-009800,Really good Restaurant food. Enjoyed the Restaurant dishes.
CUST-03244,6,4,24,ORD-00036869,5,REST-12962,2025-11-23T08:29:04.759Z,REV-009801,Absolutely amazing! Best Fast Food food in Toronto!
CUST-09475,2,2,50,ORD-00030962,1,REST-07048,2025-11-28T03:31:04.759Z,REV-009802,Worst Restaurant I've ever had. Do not recommend.
CUST-01346,5,5,9,ORD-00006923,4,REST-18943,2025-12-02T22:48:04.759Z,REV-009803,Very satisfied with the quality. Minor issue with timing but overall great.
CUST-04560,5,4,3,ORD-00035507,4,REST-19355,2025-12-26T08:04:04.759Z,REV-009804,Really good Fast Food food. Enjoyed the food.
CUST-01237,4,4,5,ORD-00047885,3,REST-03493,2026-01-17T02:45:04.759Z,REV-009805,Decent Fast Food food but nothing special.
CUST-04190,4,2,4,ORD-00044817,3,REST-19045,2025-12-18T06:14:04.759Z,REV-009806,Average experience. Food was fine but not remarkable.
CUST-09245,3,3,0,ORD-00024793,3,REST-01699,2025-11-22T18:17:04.759Z,REV-009807,It was okay. The food could be better.
CUST-00688,6,6,24,ORD-00019875,5,REST-06626,2026-01-10T21:23:04.759Z,REV-009808,Outstanding service and delicious food. Highly recommend!
CUST-06675,6,5,6,ORD-00013872,5,REST-18256,2025-12-17T15:32:04.759Z,REV-009809,Incredible experience. The Restaurant dishes was perfect!
CUST-03974,4,5,11,ORD-00020952,5,REST-15725,2026-02-12T08:37:04.759Z,REV-009810,Absolutely amazing! Best Restaurant food in Toronto!
CUST-07195,5,5,6,ORD-00034231,4,REST-00903,2026-01-24T03:50:04.759Z,REV-009811,"Great flavors, good portion sizes. Would order again."
CUST-08395,5,5,43,ORD-00016440,5,REST-10498,2026-02-04T08:49:04.759Z,REV-009812,Outstanding service and delicious food. Highly recommend!
CUST-09371,4,4,42,ORD-00042142,5,REST-02201,2026-01-08T07:44:04.759Z,REV-009813,Incredible experience. The food was perfect!
CUST-07846,4,5,10,ORD-00034023,4,REST-15007,2026-02-15T07:38:04.759Z,REV-009814,Really good Restaurant food. Enjoyed the food.
CUST-05309,4,4,44,ORD-00005833,5,REST-00754,2026-02-03T03:27:04.759Z,REV-009815,This place never disappoints. Always fresh and tasty.
CUST-04733,3,5,10,ORD-00017065,4,REST-16114,2025-11-30T17:22:04.759Z,REV-009816,Good experience overall. Food was tasty and hot.
CUST-05825,4,4,4,ORD-00030228,4,REST-16958,2025-11-29T13:18:04.759Z,REV-009817,Solid choice for Restaurant. Delivery was quick too.
CUST-07473,2,3,7,ORD-00038812,3,REST-19139,2025-12-28T06:47:04.759Z,REV-009818,Decent Fast Food food but nothing special.
CUST-08567,2,2,1,ORD-00045421,3,REST-13394,2026-01-11T04:56:04.759Z,REV-009819,It was okay. The dish could be better.
CUST-02782,5,5,28,ORD-00010300,5,REST-13191,2026-02-07T19:55:04.759Z,REV-009820,Absolutely amazing! Best Fast Food food in Toronto!
CUST-07739,5,5,8,ORD-00016927,4,REST-14950,2026-01-30T01:38:04.759Z,REV-009821,Really good Restaurant food. Enjoyed the food.
CUST-02156,5,5,5,ORD-00014875,4,REST-09671,2026-02-04T08:07:04.759Z,REV-009822,"Great flavors, good portion sizes. Would order again."
CUST-09550,3,3,5,ORD-00010005,4,REST-08595,2026-01-22T15:52:04.759Z,REV-009823,Solid choice for Restaurant. Delivery was quick too.
CUST-07411,3,2,6,ORD-00022759,2,REST-06443,2025-12-16T13:23:04.759Z,REV-009824,Subpar quality. Expected better.
CUST-04104,2,1,5,ORD-00028842,2,REST-12786,2025-12-27T07:53:04.759Z,REV-009825,Subpar quality. Expected better.
CUST-07138,5,4,2,ORD-00028215,5,REST-10572,2025-11-26T14:46:04.759Z,REV-009826,Five stars all the way! Will definitely order again.
CUST-00853,6,4,41,ORD-00025855,5,REST-03021,2026-01-08T03:00:04.759Z,REV-009827,This place never disappoints. Always fresh and tasty.
CUST-05585,4,5,4,ORD-00016292,4,REST-22560,2025-12-19T05:54:04.759Z,REV-009828,Solid choice for Restaurant. Delivery was quick too.
CUST-04175,4,3,4,ORD-00031086,4,REST-02479,2025-11-21T11:57:04.759Z,REV-009829,Very satisfied with the quality. Minor issue with timing but overall great.
CUST-02512,3,4,0,ORD-00030301,4,REST-03997,2026-01-10T07:41:04.759Z,REV-009830,Very satisfied with the quality. Minor issue with timing but overall great.
CUST-09241,4,5,10,ORD-00011054,4,REST-16469,2026-01-31T20:33:04.759Z,REV-009831,Really good Restaurant food. Enjoyed the dish.
CUST-08027,3,3,6,ORD-00002637,4,REST-21869,2026-01-07T05:47:04.759Z,REV-009832,Solid choice for Fast Food. Delivery was quick too.
CUST-00799,4,3,9,ORD-00045062,4,REST-04168,2026-01-09T22:12:04.759Z,REV-009833,"Great flavors, good portion sizes. Would order again."
CUST-01805,6,4,14,ORD-00032519,5,REST-12064,2026-01-17T03:30:04.759Z,REV-009834,This place never disappoints. Always fresh and tasty.
CUST-09103,2,3,9,ORD-00001550,3,REST-18108,2026-01-02T01:57:04.759Z,REV-009835,Average experience. Food was fine but not remarkable.
CUST-04781,6,5,32,ORD-00034506,5,REST-08943,2025-12-24T10:19:04.759Z,REV-009836,Absolutely amazing! Best Restaurant food in Toronto!
CUST-08573,3,4,4,ORD-00017697,4,REST-05411,2025-11-19T06:16:04.759Z,REV-009837,Very satisfied with the quality. Minor issue with timing but overall great.
CUST-06007,3,4,1,ORD-00045479,3,REST-21796,2025-12-22T04:53:04.759Z,REV-009838,Decent Restaurant food but nothing special.
CUST-01298,4,5,31,ORD-00041279,5,REST-00868,2026-01-01T16:39:04.759Z,REV-009839,This place never disappoints. Always fresh and tasty.
CUST-03948,4,2,9,ORD-00001403,3,REST-19455,2026-01-17T17:48:04.759Z,REV-009840,Decent Restaurant food but nothing special.
CUST-00022,4,5,7,ORD-00024406,4,REST-08707,2025-12-12T04:00:04.759Z,REV-009841,Really good Restaurant food. Enjoyed the food.
CUST-05106,3,5,0,ORD-00013923,4,REST-01732,2026-01-04T03:16:04.759Z,REV-009842,Solid choice for Restaurant. Delivery was quick too.
CUST-06163,1,3,0,ORD-00028402,2,REST-21825,2025-12-25T16:01:04.759Z,REV-009843,Not happy with this order. Several issues.
CUST-04286,6,5,9,ORD-00030779,5,REST-12486,2025-11-26T09:05:04.759Z,REV-009844,Incredible experience. The dish was perfect!
CUST-07282,3,4,5,ORD-00020762,4,REST-11481,2025-12-06T02:58:04.759Z,REV-009845,Good experience overall. Food was tasty and hot.
CUST-05948,5,4,25,ORD-00016386,5,REST-21130,2025-11-16T23:01:04.759Z,REV-009846,This place never disappoints. Always fresh and tasty.
CUST-03106,5,6,13,ORD-00035676,5,REST-10406,2025-12-02T22:19:04.759Z,REV-009847,Absolutely amazing! Best Restaurant food in Toronto!
CUST-03263,5,5,1,ORD-00016140,4,REST-02934,2026-02-12T01:27:04.759Z,REV-009848,"Great flavors, good portion sizes. Would order again."
CUST-09629,5,5,10,ORD-00029947,5,REST-11711,2025-12-03T05:38:04.759Z,REV-009849,Absolutely amazing! Best Restaurant food in Toronto!
CUST-02815,6,6,16,ORD-00028084,5,REST-22394,2025-12-30T22:45:04.759Z,REV-009850,Five stars all the way! Will definitely order again.
CUST-04116,3,4,7,ORD-00046970,4,REST-03556,2026-01-21T05:41:04.759Z,REV-009851,Solid choice for Restaurant. Delivery was quick too.
CUST-08635,6,6,44,ORD-00025474,5,REST-09809,2026-01-23T21:05:04.759Z,REV-009852,Incredible experience. The meal was perfect!
CUST-06735,4,3,6,ORD-00015028,3,REST-21264,2025-12-29T09:19:04.759Z,REV-009853,Decent Restaurant food but nothing special.
CUST-03799,1,3,2,ORD-00044389,2,REST-03247,2025-11-19T05:57:04.759Z,REV-009854,Not happy with this order. Several issues.
CUST-01730,4,5,3,ORD-00041590,5,REST-04267,2026-02-02T23:11:04.759Z,REV-009855,This place never disappoints. Always fresh and tasty.
CUST-06590,3,2,7,ORD-00026424,2,REST-14871,2026-02-13T15:31:04.759Z,REV-009856,Below expectations. Won't be ordering again.
CUST-05335,4,3,7,ORD-00010219,4,REST-11771,2026-02-07T02:00:04.759Z,REV-009857,Really good Restaurant food. Enjoyed the Restaurant dishes.
CUST-08306,1,3,4,ORD-00049284,2,REST-03198,2025-12-29T18:03:04.759Z,REV-009858,Food arrived cold and the quality wasn't great.
CUST-05109,6,6,35,ORD-00032985,5,REST-19625,2025-11-29T11:13:04.759Z,REV-009859,Outstanding service and delicious food. Highly recommend!
CUST-05289,1,1,1,ORD-00044058,2,REST-09292,2026-02-11T20:03:04.759Z,REV-009860,Below expectations. Won't be ordering again.
CUST-04171,5,6,19,ORD-00020124,5,REST-18303,2026-01-31T20:54:04.759Z,REV-009861,Five stars all the way! Will definitely order again.
CUST-06211,5,6,15,ORD-00026671,5,REST-00702,2026-01-14T23:28:04.759Z,REV-009862,This place never disappoints. Always fresh and tasty.
CUST-00479,1,2,2,ORD-00037223,1,REST-08555,2026-01-15T01:21:04.759Z,REV-009863,Never ordering from here again. Horrible.
CUST-02352,5,6,40,ORD-00008118,5,REST-19965,2026-01-10T15:09:04.759Z,REV-009864,Five stars all the way! Will definitely order again.
CUST-05202,4,4,1,ORD-00009497,5,REST-15255,2026-02-12T07:24:04.759Z,REV-009865,This place never disappoints. Always fresh and tasty.
CUST-08295,4,3,2,ORD-00012788,4,REST-17060,2025-12-09T17:17:04.759Z,REV-009866,Solid choice for Restaurant. Delivery was quick too.
CUST-04602,4,5,8,ORD-00013110,4,REST-15342,2025-12-13T13:23:04.759Z,REV-009867,Really good Restaurant food. Enjoyed the meal.
CUST-05708,3,3,8,ORD-00035892,4,REST-18880,2026-02-08T08:42:04.759Z,REV-009868,Good experience overall. Food was tasty and hot.
CUST-00352,1,2,1,ORD-00020094,2,REST-10250,2026-01-05T03:02:04.759Z,REV-009869,Below expectations. Won't be ordering again.
CUST-02028,5,5,19,ORD-00008201,5,REST-20222,2026-01-13T06:12:04.759Z,REV-009870,Incredible experience. The dish was perfect!
CUST-07708,3,3,6,ORD-00016084,4,REST-14592,2025-11-23T12:46:04.759Z,REV-009871,Really good Fast Food food. Enjoyed the food.
CUST-01394,4,4,2,ORD-00003555,4,REST-03660,2026-01-25T19:55:04.759Z,REV-009872,Good experience overall. Food was tasty and hot.
CUST-03607,3,4,6,ORD-00025175,4,REST-21512,2025-12-01T13:13:04.759Z,REV-009873,Very satisfied with the quality. Minor issue with timing but overall great.
CUST-06635,1,1,17,ORD-00039368,1,REST-22107,2025-12-18T14:01:04.759Z,REV-009874,Completely unacceptable. Food was inedible.
CUST-05254,2,2,2,ORD-00041678,1,REST-11698,2026-01-25T23:15:04.759Z,REV-009875,Awful. Delivery was late and food was wrong.
CUST-03304,3,3,0,ORD-00013281,4,REST-04168,2025-11-21T12:34:04.759Z,REV-009876,Good experience overall. Food was tasty and hot.
CUST-01750,4,4,3,ORD-00033815,4,REST-16251,2025-12-07T09:36:04.759Z,REV-009877,Solid choice for Fast Food. Delivery was quick too.
CUST-07024,5,6,3,ORD-00047213,5,REST-15802,2026-01-04T09:13:04.759Z,REV-009878,This place never disappoints. Always fresh and tasty.
CUST-02220,4,3,7,ORD-00005608,3,REST-22748,2025-12-10T05:57:04.759Z,REV-009879,It was okay. The Fast Food dishes could be better.
CUST-01244,3,4,7,ORD-00036873,4,REST-02734,2026-02-10T07:31:04.759Z,REV-009880,Good experience overall. Food was tasty and hot.
CUST-07301,5,6,32,ORD-00040242,5,REST-03941,2025-12-25T02:49:04.759Z,REV-009881,Incredible experience. The meal was perfect!
CUST-08520,1,1,33,ORD-00023125,1,REST-09102,2025-12-28T06:35:04.759Z,REV-009882,Worst Restaurant I've ever had. Do not recommend.
CUST-00979,5,5,11,ORD-00009059,5,REST-05923,2026-01-26T05:17:04.759Z,REV-009883,Five stars all the way! Will definitely order again.
CUST-09589,1,3,9,ORD-00017546,2,REST-05986,2026-01-13T03:18:04.759Z,REV-009884,Below expectations. Won't be ordering again.
CUST-06856,6,4,44,ORD-00008997,5,REST-14607,2026-01-30T22:45:04.759Z,REV-009885,This place never disappoints. Always fresh and tasty.
CUST-04447,3,5,3,ORD-00034439,4,REST-07109,2025-11-27T13:08:04.759Z,REV-009886,"Great flavors, good portion sizes. Would order again."
CUST-00247,5,5,16,ORD-00041462,5,REST-06394,2025-12-05T20:32:04.759Z,REV-009887,Outstanding service and delicious food. Highly recommend!
CUST-03981,6,5,45,ORD-00028247,5,REST-22426,2026-02-02T00:32:04.759Z,REV-009888,Outstanding service and delicious food. Highly recommend!
CUST-05145,4,5,10,ORD-00030103,5,REST-16131,2026-01-02T02:07:04.759Z,REV-009889,This place never disappoints. Always fresh and tasty.
CUST-03932,5,4,4,ORD-00017496,4,REST-16913,2026-01-09T13:38:04.759Z,REV-009890,Good experience overall. Food was tasty and hot.
CUST-08914,5,5,29,ORD-00012437,5,REST-03631,2025-11-21T14:12:04.759Z,REV-009891,Five stars all the way! Will definitely order again.
CUST-00142,4,5,1,ORD-00022568,5,REST-07976,2026-01-13T10:42:04.759Z,REV-009892,Outstanding service and delicious food. Highly recommend!
CUST-02854,5,5,18,ORD-00030784,5,REST-05340,2025-11-22T07:33:04.759Z,REV-009893,Absolutely amazing! Best Restaurant food in Toronto!
CUST-03655,4,3,9,ORD-00040405,3,REST-21501,2026-01-28T04:59:04.759Z,REV-009894,Mediocre. Delivery took longer than expected.
CUST-06000,3,4,6,ORD-00049305,4,REST-04704,2025-11-27T08:43:04.759Z,REV-009895,Very satisfied with the quality. Minor issue with timing but overall great.
CUST-02361,3,3,8,ORD-00005571,4,REST-14256,2026-01-30T11:31:04.759Z,REV-009896,Very satisfied with the quality. Minor issue with timing but overall great.
CUST-01493,2,4,5,ORD-00023640,3,REST-07904,2025-12-20T09:59:04.759Z,REV-009897,Average experience. Food was fine but not remarkable.
CUST-09751,5,6,15,ORD-00012429,5,REST-13004,2026-02-13T01:45:04.759Z,REV-009898,This place never disappoints. Always fresh and tasty.
CUST-03288,1,3,2,ORD-00012094,2,REST-17617,2026-02-11T18:35:04.759Z,REV-009899,Food arrived cold and the quality wasn't great.
CUST-01551,6,5,15,ORD-00032940,5,REST-20258,2025-12-11T01:46:04.759Z,REV-009900,Absolutely amazing! Best Restaurant food in Toronto!
CUST-07522,3,2,2,ORD-00029295,2,REST-05721,2025-11-21T06:06:04.759Z,REV-009901,Food arrived cold and the quality wasn't great.
CUST-09002,1,3,4,ORD-00012863,2,REST-00773,2026-01-02T21:35:04.759Z,REV-009902,Food arrived cold and the quality wasn't great.
CUST-07045,5,5,36,ORD-00007832,5,REST-10512,2025-12-31T10:14:04.759Z,REV-009903,Incredible experience. The dish was perfect!
CUST-06902,4,5,9,ORD-00002095,4,REST-19645,2025-12-11T19:49:04.759Z,REV-009904,Solid choice for Restaurant. Delivery was quick too.
CUST-03488,1,2,40,ORD-00040438,1,REST-19635,2025-12-08T20:20:04.759Z,REV-009905,Completely unacceptable. Food was inedible.
CUST-02050,5,5,5,ORD-00016342,4,REST-06898,2025-12-03T12:22:04.759Z,REV-009906,Really good Restaurant food. Enjoyed the food.
CUST-01177,4,4,2,ORD-00036973,3,REST-19487,2026-01-27T01:28:04.759Z,REV-009907,Average experience. Food was fine but not remarkable.
CUST-06166,4,5,4,ORD-00009302,5,REST-18364,2026-01-19T14:57:04.759Z,REV-009908,Absolutely amazing! Best Restaurant food in Toronto!
CUST-08547,5,6,20,ORD-00007485,5,REST-20748,2025-11-30T14:14:04.759Z,REV-009909,Incredible experience. The food was perfect!
CUST-01293,5,4,32,ORD-00010444,5,REST-16857,2026-01-08T01:25:04.759Z,REV-009910,Absolutely amazing! Best Fast Food food in Toronto!
CUST-06499,5,4,23,ORD-00012938,5,REST-06006,2025-12-21T16:35:04.759Z,REV-009911,Absolutely amazing! Best Restaurant food in Toronto!
CUST-05212,6,6,21,ORD-00017491,5,REST-21622,2025-11-30T04:50:04.759Z,REV-009912,Five stars all the way! Will definitely order again.
CUST-09955,4,2,8,ORD-00016523,3,REST-10602,2026-01-19T19:02:04.759Z,REV-009913,Decent Fast Food food but nothing special.
CUST-04505,5,4,23,ORD-00014698,5,REST-01157,2025-12-22T04:15:04.759Z,REV-009914,Outstanding service and delicious food. Highly recommend!
CUST-04273,1,1,4,ORD-00039228,2,REST-09039,2026-01-20T23:14:04.759Z,REV-009915,Subpar quality. Expected better.
CUST-02281,4,3,5,ORD-00017146,3,REST-11504,2026-01-24T17:51:04.759Z,REV-009916,Average experience. Food was fine but not remarkable.
CUST-04225,5,3,1,ORD-00038988,4,REST-14616,2026-01-20T01:51:04.759Z,REV-009917,Really good Cafe food. Enjoyed the dish.
CUST-01395,4,2,3,ORD-00047433,3,REST-07578,2026-01-27T03:11:04.759Z,REV-009918,Not bad but I've had better Restaurant elsewhere.
CUST-06816,1,2,9,ORD-00004055,1,REST-08106,2026-01-08T11:15:04.759Z,REV-009919,Terrible experience. Food was cold and tasteless.
CUST-04230,5,5,3,ORD-00040182,4,REST-01892,2025-11-30T22:53:04.759Z,REV-009920,Solid choice for Restaurant. Delivery was quick too.
CUST-00307,6,5,46,ORD-00035508,5,REST-14724,2025-12-21T14:38:04.759Z,REV-009921,Five stars all the way! Will definitely order again.
CUST-04406,5,4,7,ORD-00003395,4,REST-14049,2026-02-10T06:11:04.759Z,REV-009922,Good experience overall. Food was tasty and hot.
CUST-05189,2,4,8,ORD-00015226,3,REST-09137,2026-02-01T16:34:04.759Z,REV-009923,Average experience. Food was fine but not remarkable.
CUST-04502,4,5,32,ORD-00036845,5,REST-14741,2025-12-25T00:17:04.759Z,REV-009924,Five stars all the way! Will definitely order again.
CUST-00548,3,3,6,ORD-00003253,4,REST-21174,2026-01-19T03:34:04.759Z,REV-009925,Really good Restaurant food. Enjoyed the food.
CUST-01193,4,4,49,ORD-00024832,5,REST-12485,2026-02-16T13:25:04.759Z,REV-009926,Outstanding service and delicious food. Highly recommend!
CUST-08327,3,4,2,ORD-00010152,3,REST-12972,2025-12-15T02:10:04.759Z,REV-009927,Average experience. Food was fine but not remarkable.
CUST-09880,5,5,5,ORD-00007926,4,REST-11066,2026-01-10T07:41:04.759Z,REV-009928,Good experience overall. Food was tasty and hot.
CUST-05982,4,6,7,ORD-00043403,5,REST-07045,2025-12-15T23:53:04.759Z,REV-009929,Incredible experience. The Fast Food dishes was perfect!
CUST-06783,1,1,0,ORD-00013763,1,REST-18486,2026-01-04T06:22:04.759Z,REV-009930,Awful. Delivery was late and food was wrong.
CUST-04109,5,5,47,ORD-00024414,5,REST-15003,2025-12-24T18:54:04.759Z,REV-009931,This place never disappoints. Always fresh and tasty.
CUST-06873,3,4,10,ORD-00006858,4,REST-22196,2025-12-12T23:03:04.759Z,REV-009932,"Great flavors, good portion sizes. Would order again."
CUST-07447,6,4,27,ORD-00006058,5,REST-12444,2025-11-21T05:53:04.759Z,REV-009933,Five stars all the way! Will definitely order again.
CUST-09571,4,4,40,ORD-00000459,5,REST-22458,2025-12-21T07:42:04.759Z,REV-009934,Outstanding service and delicious food. Highly recommend!
CUST-07939,4,6,16,ORD-00044833,5,REST-14245,2025-12-11T01:34:04.759Z,REV-009935,Five stars all the way! Will definitely order again.
CUST-05099,3,3,9,ORD-00037137,2,REST-18323,2026-02-09T07:04:04.759Z,REV-009936,Disappointed with the food. Not worth the price.
CUST-05360,4,4,16,ORD-00004434,5,REST-13927,2025-11-28T19:18:04.759Z,REV-009937,Incredible experience. The food was perfect!
CUST-04598,4,6,33,ORD-00025100,5,REST-12198,2025-12-19T03:37:04.759Z,REV-009938,Five stars all the way! Will definitely order again.
CUST-05971,4,5,30,ORD-00009892,5,REST-08739,2026-01-30T07:31:04.759Z,REV-009939,Five stars all the way! Will definitely order again.
CUST-03783,2,1,34,ORD-00004646,1,REST-14340,2026-01-13T13:31:04.759Z,REV-009940,Completely unacceptable. Food was inedible.
CUST-03828,2,3,1,ORD-00010546,2,REST-10444,2025-12-16T19:17:04.759Z,REV-009941,Food arrived cold and the quality wasn't great.
CUST-00320,6,4,5,ORD-00033634,5,REST-10913,2025-12-02T15:11:04.759Z,REV-009942,Five stars all the way! Will definitely order again.
